policyholder_age,occupation,region,schufa_score,customer_since_years,vehicle_value,vehicle_type,coverage_type,number_of_prior_claims,claim_amount,police_report,witnesses_present,reporting_delay_days,fraud
47,Employed,PLZ_03,473,0,11641.833552195978,Luxury,Partial coverage,3,23412.648099062422,1,1,50,1
33,Self-employed,PLZ_06,592,23,54453.71759874461,Mid-range,Partial coverage,2,12643.052918188047,0,0,52,0
58,Unemployed,PLZ_03,606,14,15941.53646810037,SUV,Comprehensive,1,8793.77785579769,1,1,15,0
32,Employed,PLZ_06,567,16,76351.38425916317,Sports car,Liability,0,9720.566523297364,1,0,24,0
53,Employed,PLZ_04,559,11,48529.301719781695,SUV,Comprehensive,2,4202.199964278146,1,1,31,0
49,Student,PLZ_06,831,12,2749.970140896521,Compact,Partial coverage,2,14072.489976216695,0,0,7,1
41,Unemployed,PLZ_09,716,0,34163.983305286136,Compact,Partial coverage,0,14792.482069712314,0,0,10,0
45,Student,PLZ_03,611,13,13676.419003787678,Luxury,Comprehensive,2,12931.989995104084,0,0,41,1
55,Employed,PLZ_06,670,13,48811.13971404466,Luxury,Liability,0,2557.8422186584694,1,1,13,0
63,Student,PLZ_03,743,16,61450.55162965865,Mid-range,Liability,1,7801.342217503059,0,1,8,0
75,Employed,PLZ_10,850,27,25367.586085059753,SUV,Comprehensive,0,12810.24595168638,1,1,4,0
52,Unemployed,PLZ_10,432,20,54368.337272227305,Compact,Partial coverage,2,4735.437446064591,0,1,7,0
62,Student,PLZ_05,509,26,69828.02195706863,Luxury,Partial coverage,2,4360.593043615368,1,1,12,0
62,Unemployed,PLZ_06,708,16,72518.79272975982,SUV,Partial coverage,1,13051.171977198372,0,0,6,0
35,Employed,PLZ_09,323,5,10709.218353330689,Mid-range,Liability,4,9576.684054806192,1,0,39,0
55,Employed,PLZ_05,596,9,29049.99164380064,Luxury,Comprehensive,0,3197.734937629376,1,1,16,0
49,Unemployed,PLZ_04,556,15,22567.389058390367,Luxury,Partial coverage,1,6338.401238788808,1,0,10,0
56,Student,PLZ_03,566,17,46076.05650322741,SUV,Comprehensive,0,6724.251110228205,1,0,38,0
37,Unemployed,PLZ_07,484,5,65473.32379750017,Luxury,Comprehensive,2,3280.330108667174,0,0,45,0
51,Unemployed,PLZ_07,657,23,51869.19463178457,Luxury,Comprehensive,0,11654.824634971921,0,1,4,0
73,Self-employed,PLZ_10,612,9,78658.8214493148,SUV,Partial coverage,1,5563.909851826394,1,0,34,0
64,Unemployed,PLZ_03,572,5,4120.908458014355,Mid-range,Partial coverage,0,4390.221720659045,1,1,20,0
43,Unemployed,PLZ_02,620,21,16724.63470078324,Mid-range,Liability,0,10736.3012192403,1,1,15,0
56,Self-employed,PLZ_01,437,11,68257.84867987198,Sports car,Comprehensive,3,5617.6424692929295,0,0,47,0
50,Self-employed,PLZ_10,690,15,32020.675871102394,Compact,Liability,4,8992.589421416631,1,1,21,0
58,Unemployed,PLZ_06,568,13,62523.54299810467,SUV,Partial coverage,1,1399.1581296587044,1,0,21,0
51,Employed,PLZ_05,487,10,77762.46765763019,Luxury,Partial coverage,2,16188.399684067928,1,0,17,0
69,Self-employed,PLZ_07,644,17,47628.454894311355,Luxury,Liability,0,19722.762509403903,1,0,27,0
54,Unemployed,PLZ_03,516,12,53612.1863447131,Luxury,Liability,0,11836.061733701614,1,0,29,0
45,Employed,PLZ_04,507,24,31374.497450215527,Compact,Partial coverage,1,16885.559892197023,0,0,47,1
57,Student,PLZ_01,530,14,72037.90320708636,Compact,Partial coverage,3,8644.221734245682,1,0,30,0
59,Employed,PLZ_03,641,23,53955.52868644773,Mid-range,Liability,0,13106.694181913563,1,1,20,0
41,Student,PLZ_02,703,5,48713.43311077829,SUV,Partial coverage,4,3509.1940454198048,0,0,60,0
64,Unemployed,PLZ_06,709,8,3182.8730786031306,Mid-range,Partial coverage,0,5028.723578919622,0,1,0,0
49,Unemployed,PLZ_07,670,9,40074.69737534717,Compact,Partial coverage,1,16121.312495474813,1,0,21,1
47,Self-employed,PLZ_02,370,8,79612.47320180372,SUV,Comprehensive,3,1648.8970227372893,0,0,33,0
39,Student,PLZ_07,497,11,36488.917399841,SUV,Liability,0,26515.987743354417,0,1,24,0
41,Employed,PLZ_03,528,17,76605.27751197628,Mid-range,Comprehensive,2,14771.114199536261,1,0,20,0
36,Employed,PLZ_06,517,20,78533.40211853238,Sports car,Liability,1,8704.059791245933,0,1,31,0
31,Employed,PLZ_08,671,18,52064.21204814702,Sports car,Liability,3,4864.665424690586,0,1,18,0
39,Unemployed,PLZ_02,738,25,24707.707815231646,Compact,Liability,1,25235.75231271418,1,0,17,0
43,Student,PLZ_09,583,9,16442.159755948927,Sports car,Liability,2,8170.997342380236,0,1,36,0
49,Unemployed,PLZ_08,555,15,44143.896633257835,Sports car,Comprehensive,1,16712.85414321862,0,0,23,0
49,Unemployed,PLZ_01,578,20,9291.773900216713,Luxury,Liability,0,4952.9909454450035,0,1,13,1
18,Employed,PLZ_10,657,13,40976.806906639875,Sports car,Liability,3,7724.728579958326,0,1,23,0
72,Self-employed,PLZ_01,788,22,52960.02989649922,Luxury,Partial coverage,2,30536.287913602242,1,0,27,0
62,Employed,PLZ_10,564,17,35680.21996175974,Sports car,Liability,3,6603.114393017953,0,1,38,1
53,Unemployed,PLZ_04,656,3,12885.313649338103,SUV,Comprehensive,3,14660.158099412633,0,0,28,1
80,Employed,PLZ_08,684,17,64636.30836817202,Sports car,Partial coverage,1,16649.73592844964,1,0,7,1
38,Unemployed,PLZ_08,709,17,43748.98546476408,Luxury,Partial coverage,1,3657.9367640192445,1,0,18,0
74,Employed,PLZ_07,438,27,22359.71239969841,Sports car,Comprehensive,4,17932.40228477432,0,0,37,0
32,Student,PLZ_07,514,10,2239.5511171590815,Sports car,Liability,3,12311.8549524919,0,1,32,1
53,Employed,PLZ_03,640,8,43991.262920546804,Compact,Comprehensive,2,9717.529536947586,0,0,51,0
30,Unemployed,PLZ_02,714,17,61610.968481571625,SUV,Partial coverage,2,2287.4817607341906,1,0,18,0
43,Student,PLZ_04,441,13,29750.14643930324,Compact,Comprehensive,1,1256.2926069824323,0,0,35,1
58,Self-employed,PLZ_04,432,16,53220.500832153426,Compact,Comprehensive,4,3448.378030929046,1,1,28,0
44,Student,PLZ_07,517,11,63858.88804999843,Sports car,Liability,3,30525.289503972213,0,0,22,0
61,Employed,PLZ_10,713,22,38107.5925119859,Luxury,Liability,2,9689.124710630485,0,1,46,0
52,Student,PLZ_01,454,9,22342.289865705003,SUV,Partial coverage,1,4175.839818126227,1,1,22,0
36,Employed,PLZ_03,416,8,33690.27667040055,SUV,Partial coverage,0,11943.886192525182,1,0,42,0
37,Unemployed,PLZ_09,566,8,61136.292383883396,Compact,Liability,2,10367.223166546837,0,0,33,0
58,Unemployed,PLZ_02,539,19,18254.109317216255,Sports car,Partial coverage,2,20726.006001052156,1,1,45,1
33,Unemployed,PLZ_04,581,11,21159.748289769366,Sports car,Liability,2,31126.63596751328,1,1,25,1
63,Employed,PLZ_02,475,7,29418.460466186407,Luxury,Liability,1,19247.003093482203,0,1,44,0
64,Self-employed,PLZ_07,526,5,50574.41022304061,Luxury,Comprehensive,2,8569.361383615656,0,1,34,0
26,Unemployed,PLZ_01,738,29,20021.243932946167,SUV,Comprehensive,2,2270.1287685814946,0,1,29,0
65,Unemployed,PLZ_05,461,21,40105.614209627165,SUV,Comprehensive,3,1151.0331091395344,0,0,19,0
80,Student,PLZ_09,755,21,51167.779743059094,Luxury,Liability,2,5181.1587233677665,1,0,27,0
53,Unemployed,PLZ_09,487,14,42217.87236715865,Luxury,Comprehensive,1,15035.694908797837,0,1,14,0
56,Employed,PLZ_04,649,23,1531.2808902792176,Sports car,Liability,2,8151.7582563473115,1,1,45,1
69,Student,PLZ_03,611,10,40516.70969397485,Mid-range,Comprehensive,1,9649.911853617534,0,0,1,0
35,Student,PLZ_04,359,11,29102.429220242462,Luxury,Partial coverage,4,7127.663967688485,0,0,47,1
57,Employed,PLZ_04,610,15,4621.118055189005,Sports car,Comprehensive,1,8580.607276232036,1,1,10,1
36,Self-employed,PLZ_10,727,18,73299.33180692,SUV,Liability,0,23736.67019970452,1,1,0,0
46,Self-employed,PLZ_07,529,15,52304.60689217835,Luxury,Comprehensive,3,4148.999718678286,0,0,25,0
53,Self-employed,PLZ_01,664,10,73156.66918870063,SUV,Liability,3,7298.232647668225,1,0,38,0
54,Self-employed,PLZ_08,706,9,25133.379968935456,Compact,Comprehensive,2,47763.11032395598,1,0,20,1
62,Employed,PLZ_06,443,9,74005.43478047015,Compact,Comprehensive,0,5600.1673242028655,0,0,23,0
38,Employed,PLZ_02,475,1,35874.36573503833,Mid-range,Partial coverage,0,5338.774403318181,1,1,29,0
46,Self-employed,PLZ_07,523,23,26543.301989220832,SUV,Partial coverage,2,2405.61109519115,0,0,27,0
78,Student,PLZ_09,505,7,67488.10769585715,Sports car,Comprehensive,0,14524.092394391871,0,0,33,0
51,Student,PLZ_07,751,30,4457.208213721587,Compact,Partial coverage,2,1220.6801321791677,1,1,17,0
48,Unemployed,PLZ_03,597,9,58799.85712016491,Sports car,Liability,0,11290.728140078943,0,0,37,0
49,Self-employed,PLZ_01,554,24,69290.34516932232,Sports car,Comprehensive,0,2998.9891716970246,0,0,24,0
41,Student,PLZ_10,648,5,69835.35259420653,Compact,Comprehensive,0,7621.829929615953,0,0,4,0
75,Student,PLZ_04,759,21,3508.9779807975515,Sports car,Liability,3,2597.300792202457,1,0,25,0
40,Student,PLZ_08,766,20,70648.93873490176,Sports car,Liability,2,9432.821838563457,0,1,16,0
35,Employed,PLZ_04,659,26,57506.70742634147,SUV,Liability,1,5780.8952333698735,1,1,26,0
47,Student,PLZ_10,383,7,67793.28764115428,Sports car,Partial coverage,0,17986.3595145773,1,1,18,0
18,Student,PLZ_06,615,9,53723.94539765532,Luxury,Partial coverage,2,3137.7948745714225,1,1,1,0
39,Self-employed,PLZ_01,678,18,60173.23709216255,Luxury,Comprehensive,1,1865.4551645014433,0,1,39,0
38,Self-employed,PLZ_06,652,18,49784.171406658155,Sports car,Comprehensive,1,17476.486985481675,1,1,13,0
61,Unemployed,PLZ_01,700,18,38189.13457084456,Luxury,Liability,1,4649.564491904291,1,1,13,0
38,Self-employed,PLZ_01,621,11,74363.34520770414,Compact,Partial coverage,3,4366.368805725342,1,1,38,0
70,Employed,PLZ_03,563,30,9727.528845762487,SUV,Partial coverage,1,16133.06191430923,0,1,8,0
78,Unemployed,PLZ_10,595,30,6036.199975731642,Sports car,Partial coverage,0,9198.442954725317,1,1,18,0
65,Employed,PLZ_10,610,18,53568.84095357754,SUV,Liability,0,24600.35420966643,0,1,9,0
47,Unemployed,PLZ_04,719,19,54214.24267498691,Mid-range,Comprehensive,0,9778.306234435398,0,0,32,0
50,Student,PLZ_02,504,14,67510.48583443934,Mid-range,Partial coverage,2,12069.142112199526,0,0,30,0
19,Self-employed,PLZ_06,557,18,52234.77107813739,Compact,Comprehensive,4,17704.2943436544,0,1,44,0
43,Unemployed,PLZ_10,578,17,7919.370134511185,Mid-range,Partial coverage,3,12058.167464288288,0,0,31,1
37,Self-employed,PLZ_05,768,8,70470.72582386945,Mid-range,Liability,0,14400.569962139112,1,0,42,0
60,Unemployed,PLZ_08,596,10,8830.972774030548,Mid-range,Comprehensive,2,8124.833661347491,1,0,47,0
80,Self-employed,PLZ_02,484,11,36505.31945405293,SUV,Partial coverage,0,8109.888516468143,1,0,0,0
57,Student,PLZ_07,665,30,50719.22529468528,SUV,Partial coverage,1,4368.382037457834,0,0,35,0
21,Unemployed,PLZ_04,831,20,50957.49057785234,Mid-range,Liability,1,6855.069150674912,0,1,9,0
42,Self-employed,PLZ_04,651,9,36400.38933840573,SUV,Comprehensive,2,6387.01144887116,0,1,34,0
55,Employed,PLZ_04,570,13,27109.751768664362,Mid-range,Comprehensive,2,4651.355613640225,1,0,0,0
48,Student,PLZ_04,460,18,24789.92829668835,Sports car,Comprehensive,1,12226.555221525157,0,0,35,1
31,Unemployed,PLZ_02,412,15,77904.4247348406,SUV,Comprehensive,2,9253.250382884125,1,0,30,0
54,Unemployed,PLZ_03,806,21,27864.387442985655,Mid-range,Comprehensive,1,15843.203731414977,0,0,18,0
29,Employed,PLZ_08,543,10,46920.266410563505,Mid-range,Partial coverage,3,8654.333327341925,0,0,23,1
32,Employed,PLZ_10,492,14,46721.77304038343,SUV,Partial coverage,3,9620.131185051407,0,1,23,1
61,Unemployed,PLZ_05,608,17,46097.16371659653,SUV,Liability,1,2636.3955421011965,1,0,12,0
33,Employed,PLZ_10,554,7,50076.22677261569,Sports car,Liability,3,8598.682675643413,1,0,22,0
58,Employed,PLZ_05,756,8,21733.217563797818,Luxury,Partial coverage,3,662.4643989073764,0,1,23,0
28,Student,PLZ_05,492,17,27748.11353815969,Mid-range,Liability,3,1679.3740754682935,0,1,29,0
80,Employed,PLZ_07,764,19,6566.864414281143,Mid-range,Partial coverage,0,4094.9603148636975,1,0,39,0
38,Student,PLZ_09,610,18,46109.99011508119,Compact,Partial coverage,2,15804.206829567242,1,1,13,0
44,Employed,PLZ_01,690,18,19872.42510611102,Compact,Liability,2,15338.77077932213,1,0,31,1
47,Employed,PLZ_02,671,19,14543.293678386653,Compact,Liability,2,17629.148236187477,1,1,48,1
36,Student,PLZ_08,550,5,66837.577756603,SUV,Partial coverage,2,6531.438793740287,0,0,26,1
41,Student,PLZ_08,439,10,46969.45618391929,Luxury,Comprehensive,3,46868.74056128969,0,1,19,1
62,Self-employed,PLZ_04,652,23,45105.6895801944,Mid-range,Liability,0,10244.560929805104,1,1,0,0
60,Employed,PLZ_03,538,9,13324.077056019,Compact,Liability,3,8351.8564595165,0,0,7,0
60,Employed,PLZ_01,423,15,36138.760835088935,Mid-range,Partial coverage,1,10460.868470573445,1,1,45,0
36,Self-employed,PLZ_02,623,4,44859.5598473413,Luxury,Comprehensive,4,14290.927201693474,0,1,54,1
51,Employed,PLZ_03,673,30,35602.65940976802,SUV,Partial coverage,1,9667.767175880439,1,1,25,1
80,Employed,PLZ_03,534,19,43175.33098524414,Mid-range,Comprehensive,0,3064.1716720924965,0,1,28,0
67,Unemployed,PLZ_01,429,20,2175.509227137621,Mid-range,Comprehensive,0,7347.961616092006,1,1,12,1
46,Unemployed,PLZ_04,494,21,16763.73992844366,SUV,Liability,0,7215.6134234396895,1,1,31,0
54,Student,PLZ_05,708,13,18131.00894356327,SUV,Liability,2,11914.645532425357,0,0,23,0
48,Student,PLZ_02,583,8,30872.103934571474,SUV,Partial coverage,1,6431.396984507064,0,1,16,0
47,Unemployed,PLZ_08,545,22,75319.7922348203,Sports car,Partial coverage,1,4289.44622696336,1,0,39,0
29,Self-employed,PLZ_07,628,19,43754.8739805576,Luxury,Partial coverage,3,22124.020847578053,1,0,36,0
34,Student,PLZ_07,435,5,21252.231648875157,Mid-range,Partial coverage,2,18723.098590592213,1,0,59,0
72,Unemployed,PLZ_09,597,4,57618.22509456003,Mid-range,Partial coverage,3,16231.08396996246,0,1,51,0
61,Employed,PLZ_08,644,18,18286.362727274813,Sports car,Partial coverage,0,17816.130851234357,1,1,14,0
18,Unemployed,PLZ_02,645,15,13451.420040216532,Sports car,Comprehensive,1,9322.531176406877,1,0,18,0
65,Employed,PLZ_08,413,11,24534.624455870882,Compact,Liability,0,14300.39280184781,0,1,19,1
72,Employed,PLZ_10,597,11,24129.190336376552,Sports car,Partial coverage,1,8601.521441843544,0,1,0,1
35,Employed,PLZ_01,550,9,34285.547425327386,Luxury,Partial coverage,4,43167.19485303216,0,1,53,1
54,Self-employed,PLZ_10,461,11,57431.610103753424,Compact,Comprehensive,2,8171.533489288273,0,1,48,0
39,Self-employed,PLZ_09,748,24,46736.00433790104,Sports car,Liability,1,7791.051774594716,1,0,0,0
51,Employed,PLZ_10,850,20,39908.736560552345,Mid-range,Comprehensive,0,5735.406988048921,1,1,0,0
65,Employed,PLZ_03,584,7,75930.81775027103,Mid-range,Liability,3,11881.402401504389,0,0,39,1
46,Self-employed,PLZ_07,756,4,3548.348543661193,Sports car,Comprehensive,2,3631.1425222276453,0,1,25,0
18,Unemployed,PLZ_05,597,17,32916.683484805304,Luxury,Partial coverage,2,36822.094739941946,0,0,60,1
57,Unemployed,PLZ_04,642,27,55105.284605999586,Compact,Partial coverage,0,9455.613682711864,1,1,1,0
51,Unemployed,PLZ_06,655,17,26313.13559553596,Luxury,Liability,2,1597.8514694139692,0,0,16,0
67,Unemployed,PLZ_08,801,5,38559.27398643272,Compact,Partial coverage,4,9363.906030355316,0,1,32,0
49,Student,PLZ_05,544,6,3376.8967694065855,Compact,Comprehensive,2,11304.613024001235,1,0,21,1
45,Employed,PLZ_09,523,12,17055.627900954838,Sports car,Liability,2,3514.1353552093474,1,0,14,0
62,Student,PLZ_09,449,19,7443.734951490319,Mid-range,Comprehensive,2,31319.422561883504,0,1,24,1
57,Unemployed,PLZ_08,642,21,77679.62378608513,Luxury,Comprehensive,1,6076.34076454445,1,1,17,0
39,Student,PLZ_02,508,5,59805.85323836018,Luxury,Comprehensive,2,7913.010857396337,1,0,21,0
66,Employed,PLZ_05,760,17,52614.48353195849,Luxury,Comprehensive,1,7668.833476916373,1,0,34,0
50,Employed,PLZ_08,590,7,1167.2245274676534,Sports car,Liability,4,8528.475262275739,1,1,34,1
46,Student,PLZ_06,654,8,37853.604432374435,SUV,Liability,2,7342.113806515921,1,0,0,0
58,Self-employed,PLZ_03,637,26,56938.21964857137,Mid-range,Comprehensive,1,17620.9051376341,0,0,0,1
41,Unemployed,PLZ_10,578,26,49054.27197422495,Compact,Comprehensive,0,17191.164978977402,1,1,3,0
35,Unemployed,PLZ_05,392,17,41638.541247472625,Compact,Liability,3,19865.69985160446,0,0,49,0
48,Self-employed,PLZ_09,489,13,66518.10828056386,Sports car,Liability,3,7927.349455278237,0,0,20,1
50,Self-employed,PLZ_09,679,24,27481.966323158747,SUV,Comprehensive,1,8212.155009401838,1,1,22,0
61,Employed,PLZ_02,558,4,67272.77829921032,Mid-range,Partial coverage,3,5948.9187949244915,0,1,47,0
52,Unemployed,PLZ_02,653,12,31673.967768322345,SUV,Partial coverage,2,23370.493571851974,1,0,32,0
56,Employed,PLZ_02,380,7,46869.28130682238,Mid-range,Liability,2,19096.814194220646,0,1,30,0
49,Unemployed,PLZ_03,595,14,42067.25229668768,Luxury,Partial coverage,0,6066.130929493537,1,1,11,0
55,Unemployed,PLZ_05,373,0,33430.635593916755,Sports car,Liability,5,18085.625201028037,1,0,29,1
47,Employed,PLZ_10,534,6,22048.419239830186,SUV,Comprehensive,5,5050.328625469507,1,1,60,0
51,Self-employed,PLZ_07,662,26,36415.47143353255,Compact,Partial coverage,3,6855.777252256139,0,0,27,0
44,Unemployed,PLZ_03,424,3,10583.51680283133,Luxury,Liability,1,27771.05860159622,0,1,56,1
32,Unemployed,PLZ_01,658,3,28186.86326910452,Mid-range,Liability,4,8370.302970610224,1,1,21,0
50,Self-employed,PLZ_04,751,0,46800.704424148156,Sports car,Comprehensive,5,8607.333180978103,0,0,53,1
54,Student,PLZ_07,741,30,5874.873733558176,Luxury,Comprehensive,2,21331.30826163237,1,1,9,1
39,Self-employed,PLZ_03,542,15,59741.12147397607,Luxury,Comprehensive,4,2207.3517069137642,1,0,31,0
61,Employed,PLZ_08,504,8,45827.74054319563,Luxury,Partial coverage,4,5334.991004844749,0,0,32,1
40,Employed,PLZ_04,684,22,77235.76025194372,Luxury,Partial coverage,0,36050.545531233634,1,1,0,0
49,Self-employed,PLZ_10,594,21,8181.1191745746,Sports car,Comprehensive,1,8836.180666914566,1,1,2,0
75,Student,PLZ_09,747,18,18909.87205129164,Sports car,Liability,0,11101.676761374938,1,1,4,0
56,Employed,PLZ_03,502,12,43511.72900845827,SUV,Partial coverage,1,38429.59667104977,1,1,15,0
45,Employed,PLZ_05,367,11,39316.14227224023,Sports car,Liability,3,17008.304998303436,0,0,33,0
46,Employed,PLZ_09,531,3,40373.15569042382,Sports car,Comprehensive,3,22937.36784402073,0,0,29,1
52,Unemployed,PLZ_10,597,11,28003.736107807472,Compact,Partial coverage,2,7713.435551560671,0,1,34,0
19,Unemployed,PLZ_09,445,10,69421.6692044525,Compact,Comprehensive,1,27990.202122141534,1,1,35,0
51,Self-employed,PLZ_07,554,13,5054.759916957008,Mid-range,Comprehensive,0,6162.9655400324555,1,0,30,1
80,Employed,PLZ_09,731,30,69913.09644621839,SUV,Partial coverage,0,11971.406729247263,1,0,7,0
40,Student,PLZ_08,504,20,62325.41103950724,SUV,Comprehensive,2,16889.499234381063,1,0,23,0
43,Unemployed,PLZ_10,563,4,63289.42313227058,Mid-range,Liability,3,7789.748600702947,0,0,48,0
42,Unemployed,PLZ_08,778,0,72913.81898585889,Compact,Partial coverage,2,5139.406948113928,1,0,18,0
59,Employed,PLZ_03,789,18,45767.06084752946,Sports car,Liability,0,17443.40036078998,0,1,0,0
41,Employed,PLZ_03,468,20,69401.51679768287,SUV,Comprehensive,2,6662.166195312396,0,0,15,0
63,Employed,PLZ_10,550,23,33003.88399765658,Mid-range,Liability,0,12069.060616755083,0,0,14,0
49,Unemployed,PLZ_02,575,11,55057.8305857389,Sports car,Partial coverage,3,6844.921923192815,0,1,22,0
59,Self-employed,PLZ_01,440,9,25079.640195919317,SUV,Comprehensive,2,18835.247079447843,0,0,37,0
38,Unemployed,PLZ_03,456,12,64705.20097859319,Sports car,Liability,0,1519.4249206310158,1,1,15,0
47,Self-employed,PLZ_10,684,14,3740.50802037176,Compact,Liability,0,4674.188629313806,0,1,29,0
51,Student,PLZ_04,695,12,67779.69894568966,Mid-range,Liability,2,26270.097238625724,1,0,23,0
57,Unemployed,PLZ_04,648,12,10284.70596525006,Compact,Liability,2,3761.169523127719,1,0,18,1
33,Student,PLZ_05,568,20,13316.930107555821,Compact,Liability,5,15155.347536262643,0,0,25,1
68,Student,PLZ_10,652,13,60771.53602177133,Compact,Comprehensive,1,5129.240449135726,1,1,11,0
65,Unemployed,PLZ_08,503,17,19705.57127571508,Luxury,Comprehensive,3,9002.366491356157,0,0,30,0
37,Employed,PLZ_07,683,22,39814.7485448146,Compact,Comprehensive,0,6513.507461637449,0,0,23,0
46,Employed,PLZ_06,800,10,40390.90359947251,Sports car,Comprehensive,1,10787.143875917562,1,1,22,0
42,Self-employed,PLZ_05,556,9,30644.364926989372,Compact,Partial coverage,1,10591.772698387049,0,0,23,0
80,Student,PLZ_10,560,26,74670.44422421152,Luxury,Partial coverage,1,10691.166047696574,1,1,6,0
46,Unemployed,PLZ_10,519,10,45545.91016803754,Mid-range,Comprehensive,1,5558.756153958412,1,0,12,0
80,Student,PLZ_10,585,19,57646.15141734604,SUV,Comprehensive,1,12909.513913825693,1,0,19,0
21,Student,PLZ_06,502,21,71333.2552763706,Mid-range,Partial coverage,5,8231.11670045366,0,1,36,0
34,Unemployed,PLZ_09,383,21,49564.06019273117,Mid-range,Partial coverage,1,14513.013580817034,1,0,32,0
43,Self-employed,PLZ_08,685,18,55893.312922507896,Mid-range,Comprehensive,2,9788.136529213107,0,1,25,0
36,Self-employed,PLZ_08,651,20,35947.81919753902,Compact,Partial coverage,3,4445.559164214541,0,0,45,0
46,Unemployed,PLZ_06,426,15,79640.73993444222,SUV,Comprehensive,4,1418.3263721793173,1,1,18,0
